Project,Release,ClassName,NOM,FanOut,CyclomaticComplexity,LOCTouched,NFix,NAuth,LOCAdded,MaxLOCAdded,Churn,MaxChurn,NS,ND,ChangeSetSize,Age,NSmells,Bugginess
SYNCOPE,19,common/src/main/java/org/apache/syncope/common/types/PropagationTaskExecStatus.java,2,0,3,98,0,5,49,49,0,0,5,19,136,1546,0,No
SYNCOPE,19,common/src/main/java/org/apache/syncope/common/types/ReportExecStatus.java,1,0,1,68,0,5,34,34,0,0,5,19,136,1546,0,No
SYNCOPE,19,common/src/main/java/org/apache/syncope/common/util/CollectionWrapper.java,5,4,10,164,2,4,82,80,0,0,7,21,138,597,0,No
SYNCOPE,19,common/src/main/java/org/apache/syncope/common/wrap/AbstractWrappable.java,3,1,4,0,0,1,0,0,0,0,0,0,0,247,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/SyncopeRequestCycleListener.java,1,2,8,0,1,3,0,0,0,0,0,0,0,1409,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/commons/JexlHelpUtil.java,3,0,3,0,0,2,0,0,0,0,0,0,0,584,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/commons/RoleTreeBuilder.java,7,2,12,0,0,4,0,0,0,0,0,0,0,1305,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/commons/RoleUtils.java,1,1,4,0,0,3,0,0,0,0,0,0,0,1585,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/commons/SelectOption.java,7,0,12,0,0,5,0,0,0,0,0,0,0,1145,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/commons/status/Status.java,2,0,2,0,0,5,0,0,0,0,0,0,0,1546,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/markup/html/CrontabContainer.java,8,3,28,0,0,4,0,0,0,0,0,0,0,927,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/AbstractSchedTaskModalPage.java,4,6,6,0,1,7,0,0,0,0,0,0,0,1145,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/BulkActionModalPage.java,6,6,7,0,3,3,0,0,0,0,0,0,0,544,0,Yes
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/DerSchemaModalPage.java,4,6,12,0,3,7,0,0,0,0,0,0,0,1521,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/DisplayAttributesModalPage.java,11,4,12,0,3,7,0,0,0,0,0,0,0,1494,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/RoleModalPage.java,5,5,9,0,6,8,0,0,0,0,0,0,0,1494,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/RoleSelectModalPage.java,4,5,6,0,0,4,0,0,0,0,0,0,0,678,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/Tasks.java,11,13,17,0,5,8,0,0,0,0,0,0,0,1546,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/UserOwnerSelectModalPage.java,3,4,4,0,0,5,0,0,0,0,0,0,0,678,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/UserSelfModalPage.java,2,5,4,3,0,6,2,2,1,1,3,23,42,1215,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/VirSchemaModalPage.java,4,6,12,0,1,8,0,0,0,0,0,0,0,1215,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/panels/AbstractSearchPanel.java,12,12,61,0,2,4,0,0,0,0,0,0,0,626,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/panels/AbstractSearchResultPanel.java,17,8,23,0,7,8,0,0,0,0,0,0,0,1038,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/panels/AjaxDataTablePanel.java,4,8,5,0,3,3,0,0,0,0,0,0,0,544,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/panels/AttrTemplatesPanel.java,6,8,17,0,0,1,0,0,0,0,0,0,0,332,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/panels/DerivedAttributesPanel.java,9,11,19,0,2,6,0,0,0,0,0,0,0,1213,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/panels/LoggerCategoryPanel.java,21,11,46,0,4,3,0,0,0,0,0,0,0,306,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/panels/PolicyBeanPanel.java,14,16,31,0,2,7,0,0,0,0,0,0,0,1102,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceSecurityPanel.java,5,5,15,0,0,7,0,0,0,0,0,0,0,1054,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSearchPanel.java,7,3,7,0,1,4,0,0,0,0,0,0,0,626,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSearchResultPanel.java,11,11,15,0,5,5,0,0,0,0,0,0,0,626,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSecurityPanel.java,6,7,11,0,0,7,0,0,0,0,0,0,0,1054,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchPanel.java,7,5,9,0,1,6,0,0,0,0,0,0,0,1546,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/pages/panels/VirtualAttributesPanel.java,12,14,34,0,2,6,0,0,0,0,0,0,0,1213,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/preview/BinaryPreview.java,0,0,0,0,0,5,0,0,0,0,0,0,0,1146,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/rest/ConnectorRestClient.java,14,13,28,0,3,6,0,0,0,0,0,0,0,1521,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/rest/InvalidPolicyType.java,0,0,0,0,0,5,0,0,0,0,0,0,0,1546,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/rest/PolicyRestClient.java,7,4,14,0,4,7,0,0,0,0,0,0,0,1102,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/rest/UserSelfRestClient.java,5,5,7,4,0,2,2,2,0,0,3,23,42,305,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/rest/WorkflowRestClient.java,5,5,8,0,0,6,0,0,0,0,0,0,0,1342,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/ActionColumn.java,4,1,4,0,1,5,0,0,0,0,0,0,0,1035,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxDropDownChoicePanel.java,5,1,5,2,3,8,1,1,0,0,1,1,8,1494,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxTextFieldPanel.java,5,1,8,2,3,8,1,1,0,0,1,1,8,1494,0,No
SYNCOPE,19,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/SelectableRecorder.java,9,0,30,0,0,3,0,0,0,0,0,0,0,915,0,No
SYNCOPE,19,core-upgrader/src/main/java/org/apache/syncope/upgrader/util/XMLDeserializer.java,1,0,2,59,0,2,55,52,51,52,8,16,26,26,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/audit/AuditConnectionFactory.java,1,0,2,0,0,1,0,0,0,0,0,0,0,355,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/connid/PasswordGenerator.java,10,9,84,0,1,5,0,0,0,0,0,0,0,684,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/init/WorkflowAdapterLoader.java,5,3,11,0,1,3,0,0,0,0,0,0,0,601,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractBaseBean.java,6,0,15,0,2,5,0,0,0,0,0,0,0,1585,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractDerSchema.java,9,2,9,0,1,4,0,0,0,0,0,0,0,1542,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractSysInfo.java,8,1,12,0,0,2,0,0,0,0,0,0,0,409,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/beans/AbstractVirSchema.java,8,2,8,0,1,5,0,0,0,0,0,0,0,1542,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/beans/Report.java,13,2,27,0,0,4,0,0,0,0,0,0,0,940,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/beans/role/RMapping.java,8,3,19,0,0,2,0,0,0,0,0,0,0,665,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/beans/user/SyncopeUser.java,53,11,92,4,5,10,2,2,0,0,3,23,42,1539,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/beans/user/UMapping.java,10,3,23,0,0,2,0,0,0,0,0,0,0,665,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/SearchSupport.java,11,2,19,0,1,1,0,0,0,0,0,0,0,264,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/dao/search/MembershipCond.java,3,0,3,92,0,1,46,46,0,0,5,19,136,33,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/dao/search/SearchCond.java,30,0,55,508,0,1,254,254,0,0,5,19,136,75,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/dao/search/SubjectCond.java,0,0,0,68,0,1,34,34,0,0,5,19,136,75,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/AbstractSyncTaskValidator.java,1,6,10,0,2,9,0,0,0,0,0,0,0,1140,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/AttrValidator.java,1,2,7,0,2,5,0,0,0,0,0,0,0,1381,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/ConnInstanceValidator.java,1,4,5,0,2,3,0,0,0,0,0,0,0,682,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/ExternalResourceValidator.java,3,5,20,0,2,7,0,0,0,0,0,0,0,1381,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/PropagationTaskValidator.java,1,4,9,0,2,5,0,0,0,0,0,0,0,1381,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/ReportValidator.java,1,3,5,0,2,5,0,0,0,0,0,0,0,1146,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SchedTaskValidator.java,1,2,7,0,2,8,0,0,0,0,0,0,0,1146,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/policy/PolicyEnforcer.java,1,2,1,0,0,4,0,0,0,0,0,0,0,1115,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/policy/PolicyEvaluator.java,1,8,18,0,0,5,0,0,0,0,0,0,0,1115,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/policy/PolicyPattern.java,0,0,0,0,0,1,0,0,0,0,0,0,0,684,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/propagation/impl/DBPasswordPropagationActions.java,3,9,19,0,0,2,0,0,0,0,0,0,0,82,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/propagation/impl/PriorityPropagationTaskExecutor.java,2,7,12,0,1,4,0,0,0,0,0,0,0,685,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/propagation/impl/PropagationManager.java,26,29,81,0,12,10,0,0,0,0,0,0,0,1523,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/quartz/AbstractTaskJob.java,4,9,7,0,3,6,0,0,0,0,0,0,0,1138,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/quartz/SpringBeanJobFactory.java,3,1,12,0,0,4,0,0,0,0,0,0,0,1014,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/report/ReportXMLConst.java,0,0,0,0,0,3,0,0,0,0,0,0,0,1146,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/rest/controller/AbstractTransactionalController.java,0,1,0,0,1,5,0,0,0,0,0,0,0,1546,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/rest/controller/ConfigurationController.java,8,12,14,19,3,8,11,11,3,3,2,7,11,1510,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/rest/controller/PolicyController.java,13,13,29,0,5,7,0,0,0,0,0,0,0,1102,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/rest/controller/SchemaController.java,7,17,47,0,2,7,0,0,0,0,0,0,0,1542,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java,26,32,72,13,14,9,6,6,-1,0,3,23,42,1552,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/rest/data/ReportDataBinder.java,7,12,23,0,0,5,0,0,0,0,0,0,0,940,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/rest/data/TaskDataBinder.java,7,33,67,0,3,8,0,0,0,0,0,0,0,1423,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/rest/utils/QueryResourceInfoComparator.java,3,0,18,228,1,3,114,114,0,0,5,19,136,597,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/rest/utils/RestServiceExceptionMapper.java,10,11,46,552,3,6,276,276,0,0,5,19,136,597,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/security/AsymmetricCipher.java,5,0,5,0,0,4,0,0,0,0,0,0,0,1521,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/services/AbstractServiceImpl.java,7,10,29,0,1,6,0,0,0,0,0,0,0,1585,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/services/LoggerServiceImpl.java,5,7,16,232,1,4,116,116,0,0,5,19,136,612,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/services/ResourceServiceImpl.java,11,16,17,302,0,5,151,151,0,0,5,19,136,596,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/sync/impl/AbstractSyncJob.java,6,16,49,30,3,6,1,1,-28,0,2,8,19,684,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/sync/impl/DBPasswordSyncActions.java,5,13,18,0,0,3,0,0,0,0,0,0,0,88,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java,3,18,31,26,3,7,22,20,18,18,7,23,37,684,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/util/AttributeSerializer.java,1,0,10,0,0,1,0,0,0,0,0,0,0,67,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/util/EntitlementUtil.java,8,2,19,0,0,5,0,0,0,0,0,0,0,1284,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/util/SecureRandomUtil.java,4,0,4,0,0,6,0,0,0,0,0,0,0,1546,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/util/multiparent/MultiParentNodeOp.java,2,0,6,0,0,4,0,0,0,0,0,0,0,969,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/workflow/WorkflowUserSuspender.java,1,7,3,0,2,4,0,0,0,0,0,0,0,601,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/workflow/user/UserWorkflowAdapter.java,10,7,10,14,1,8,9,9,4,4,3,23,42,1070,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupQueryImpl.java,17,2,26,0,0,5,0,0,0,0,0,0,0,1047,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserQueryImpl.java,22,7,38,0,1,5,0,0,0,0,0,0,0,1047,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/AbstractActivitiServiceTask.java,2,0,2,0,1,5,0,0,0,0,0,0,0,1585,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Create.java,1,4,2,5,0,6,3,3,1,1,3,23,42,1059,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Reactivate.java,1,0,1,0,0,3,0,0,0,0,0,0,0,1146,0,No
SYNCOPE,19,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Suspend.java,1,0,1,0,0,3,0,0,0,0,0,0,0,1146,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/containers/AbstractContainer.java,0,0,0,62,1,5,33,27,4,4,2,10,16,1546,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/enums/Containers.java,2,0,5,0,0,1,0,0,0,0,0,0,0,68,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/enums/DBs.java,2,0,5,0,0,1,0,0,0,0,0,0,0,68,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/files/CoreWebXml.java,2,0,2,2,0,1,1,1,0,0,1,4,11,68,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/files/GlassfishCoreWebXml.java,1,0,1,2,0,1,1,1,0,0,1,4,11,68,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/files/JBossDeploymentStructureXml.java,0,0,0,0,0,1,0,0,0,0,0,0,0,68,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/files/OrmXml.java,0,0,0,0,0,1,0,0,0,0,0,0,0,68,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/files/PersistenceContextEMFactoryXml.java,0,0,0,0,0,1,0,0,0,0,0,0,0,68,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/files/PersistenceProperties.java,0,0,0,15,0,2,7,4,-1,0,2,6,13,68,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/files/Pom.java,0,0,0,248,1,1,171,169,94,94,2,10,21,68,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/processes/ArchetypeProcess.java,1,4,1,118,1,1,61,14,4,4,11,42,76,68,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/utilities/InstallLog.java,5,0,6,63,0,1,63,63,63,63,1,4,9,30,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/utilities/PasswordGenerator.java,1,0,2,0,0,1,0,0,0,0,0,0,0,68,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/validators/ArchetypeValidator.java,4,0,13,9,0,1,9,9,9,9,1,5,9,68,0,No
SYNCOPE,19,installer/src/main/java/org/apache/syncope/installer/validators/ContainerValidator.java,4,2,23,6,0,1,4,4,2,2,2,8,11,68,0,No
SYNCOPE,20,build-tools/src/main/java/org/apache/syncope/buildtools/ApacheDSStartStopListener.java,6,0,19,0,1,3,0,0,0,0,0,0,0,1025,0,No
SYNCOPE,20,build-tools/src/main/java/org/apache/syncope/buildtools/JarSchemaLdifExtractor.java,5,0,17,0,0,3,0,0,0,0,0,0,0,1025,0,No
SYNCOPE,20,build-tools/src/main/java/org/apache/syncope/buildtools/ServiceTimeoutServlet.java,4,0,5,0,0,2,0,0,0,0,0,0,0,617,0,No
SYNCOPE,20,client/src/main/java/org/apache/syncope/client/SyncopeClientFactoryBean.java,21,3,29,0,0,1,0,0,0,0,0,0,0,378,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/SyncopeConstants.java,0,0,0,0,0,6,0,0,0,0,0,0,0,1171,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/reqres/BulkActionResult.java,9,1,14,0,0,1,0,0,0,0,0,0,0,277,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/search/OrderByClauseBuilder.java,3,0,4,0,2,1,0,0,0,0,0,0,0,290,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/search/SearchableFields.java,2,4,7,0,0,1,0,0,0,0,0,0,0,105,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/search/SyncopeProperty.java,4,0,4,0,1,2,0,0,0,0,0,0,0,290,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/services/LoggerService.java,5,3,5,0,1,3,0,0,0,0,0,0,0,637,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/services/UserWorkflowService.java,6,2,6,0,1,6,0,0,0,0,0,0,0,1610,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/to/MappingTO.java,10,2,23,0,1,5,0,0,0,0,0,0,0,690,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/to/PropagationStatus.java,10,3,10,0,0,1,0,0,0,0,0,0,0,133,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/to/UserTO.java,24,0,30,20,0,6,20,20,20,20,3,26,61,1577,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/types/AbstractPolicySpec.java,0,1,0,0,0,4,0,0,0,0,0,0,0,1571,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/types/AuditElements.java,1,0,1,0,2,5,0,0,0,0,0,0,0,1610,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/types/ClientExceptionType.java,4,0,7,1,0,2,1,1,1,1,3,26,61,339,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/types/ConflictResolutionAction.java,1,0,1,0,0,6,0,0,0,0,0,0,0,1571,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/types/ConnConfPropSchema.java,16,1,18,0,0,5,0,0,0,0,0,0,0,1610,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/types/ConnConfProperty.java,6,1,6,0,0,4,0,0,0,0,0,0,0,1610,0,Yes
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/types/PolicyType.java,2,0,2,0,0,6,0,0,0,0,0,0,0,1571,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/types/Preference.java,2,0,5,0,0,5,0,0,0,0,0,0,0,1171,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/types/PropagationTaskExecStatus.java,2,0,3,0,0,5,0,0,0,0,0,0,0,1571,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/types/ReportExecStatus.java,1,0,1,0,0,5,0,0,0,0,0,0,0,1571,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/util/CollectionWrapper.java,5,4,10,0,2,4,0,0,0,0,0,0,0,622,0,No
SYNCOPE,20,common/src/main/java/org/apache/syncope/common/wrap/AbstractWrappable.java,3,1,4,0,0,1,0,0,0,0,0,0,0,272,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/SyncopeRequestCycleListener.java,1,2,8,0,1,3,0,0,0,0,0,0,0,1434,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/commons/JexlHelpUtil.java,3,0,3,0,0,2,0,0,0,0,0,0,0,609,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/commons/RoleTreeBuilder.java,7,2,12,0,0,4,0,0,0,0,0,0,0,1330,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/commons/RoleUtils.java,1,1,4,0,0,3,0,0,0,0,0,0,0,1610,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/commons/SelectOption.java,7,0,12,0,0,5,0,0,0,0,0,0,0,1170,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/commons/status/Status.java,2,0,2,0,0,5,0,0,0,0,0,0,0,1571,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/markup/html/CrontabContainer.java,8,3,28,0,0,4,0,0,0,0,0,0,0,952,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/AbstractSchedTaskModalPage.java,4,6,6,0,1,7,0,0,0,0,0,0,0,1170,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/BulkActionModalPage.java,6,6,7,0,3,3,0,0,0,0,0,0,0,569,0,Yes
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/DerSchemaModalPage.java,4,6,12,0,3,7,0,0,0,0,0,0,0,1546,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/DisplayAttributesModalPage.java,11,4,12,0,3,7,0,0,0,0,0,0,0,1519,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/EditUserModalPage.java,2,9,5,9,6,6,7,7,5,5,4,10,35,965,0,Yes
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/RoleModalPage.java,5,5,9,0,6,8,0,0,0,0,0,0,0,1519,0,Yes
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/RoleSelectModalPage.java,4,5,6,0,0,4,0,0,0,0,0,0,0,703,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/Tasks.java,11,13,17,0,5,8,0,0,0,0,0,0,0,1571,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/UserOwnerSelectModalPage.java,3,4,4,0,0,5,0,0,0,0,0,0,0,703,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/VirSchemaModalPage.java,4,6,12,0,1,8,0,0,0,0,0,0,0,1240,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/AbstractSearchPanel.java,12,12,61,0,2,4,0,0,0,0,0,0,0,651,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/AbstractSearchResultPanel.java,17,8,23,0,7,8,0,0,0,0,0,0,0,1063,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/AjaxDataTablePanel.java,4,8,5,0,3,3,0,0,0,0,0,0,0,569,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/AttrTemplatesPanel.java,6,8,17,0,0,1,0,0,0,0,0,0,0,357,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/DerivedAttributesPanel.java,9,11,19,0,2,6,0,0,0,0,0,0,0,1238,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/LoggerCategoryPanel.java,21,11,46,0,4,3,0,0,0,0,0,0,0,331,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/PolicyBeanPanel.java,14,16,31,0,2,7,0,0,0,0,0,0,0,1127,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceSecurityPanel.java,5,5,15,0,0,7,0,0,0,0,0,0,0,1079,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSearchPanel.java,7,3,7,0,1,4,0,0,0,0,0,0,0,651,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSearchResultPanel.java,11,11,15,0,5,5,0,0,0,0,0,0,0,651,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSecurityPanel.java,6,7,11,0,0,7,0,0,0,0,0,0,0,1079,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/SecurityQuestionPanel.java,3,6,4,102,0,1,100,96,98,96,8,20,56,10,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchPanel.java,7,5,9,0,1,6,0,0,0,0,0,0,0,1571,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/pages/panels/VirtualAttributesPanel.java,12,14,34,0,2,6,0,0,0,0,0,0,0,1238,0,No
SYNCOPE,20,console/src/main/java/org/apache/syncope/console/preview/BinaryPreview.java,0,0,0,0,0,5,0,0,0,0,0,0,0,1171,0,No
