@relation dataset_C-weka.filters.unsupervised.attribute.Remove-R1-3

@attribute NOM numeric
@attribute FanOut numeric
@attribute CyclomaticComplexity numeric
@attribute LOCTouched numeric
@attribute NFix numeric
@attribute NAuth numeric
@attribute LOCAdded numeric
@attribute MaxLOCAdded numeric
@attribute Churn numeric
@attribute MaxChurn numeric
@attribute NS numeric
@attribute ND numeric
@attribute ChangeSetSize numeric
@attribute Age numeric
@attribute NSmells numeric
@attribute Bugginess {No,Yes}

@data
13,0,17,0,0,4,0,0,0,0,0,0,0,761,0,No
2,1,2,0,0,3,0,0,0,0,0,0,0,406,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,200,0,No
12,1,14,0,0,1,0,0,0,0,0,0,0,175,0,No
10,3,10,0,0,3,0,0,0,0,0,0,0,200,0,No
7,1,11,0,0,3,0,0,0,0,0,0,0,692,0,No
3,1,3,0,0,3,0,0,0,0,0,0,0,845,0,No
16,0,20,0,0,3,0,0,0,0,0,0,0,812,0,No
10,1,14,0,0,3,0,0,0,0,0,0,0,683,0,No
2,2,2,0,0,3,0,0,0,0,0,0,0,845,0,No
4,1,4,0,0,3,0,0,0,0,0,0,0,845,0,No
12,2,12,0,0,3,0,0,0,0,0,0,0,783,0,No
19,3,25,0,0,3,0,0,0,0,0,0,0,785,0,No
5,1,7,0,0,3,0,0,0,0,0,0,0,221,0,No
4,1,4,0,0,3,0,0,0,0,0,0,0,802,0,No
4,2,4,0,0,3,0,0,0,0,0,0,0,845,0,No
24,4,27,0,0,4,0,0,0,0,0,0,0,302,0,No
16,1,17,0,0,3,0,0,0,0,0,0,0,295,0,No
2,2,2,0,0,3,0,0,0,0,0,0,0,845,0,No
5,2,5,0,0,3,0,0,0,0,0,0,0,845,0,No
8,2,8,0,0,4,0,0,0,0,0,0,0,197,0,No
14,2,14,0,0,3,0,0,0,0,0,0,0,683,0,No
3,1,3,0,0,3,0,0,0,0,0,0,0,406,0,No
24,2,32,0,0,3,0,0,0,0,0,0,0,200,0,No
36,4,36,0,0,3,0,0,0,0,0,0,0,781,0,No
25,0,31,0,0,3,0,0,0,0,0,0,0,774,0,No
8,0,12,0,0,3,0,0,0,0,0,0,0,845,0,No
14,2,14,0,0,3,0,0,0,0,0,0,0,790,0,No
20,2,21,0,0,4,0,0,0,0,0,0,0,845,0,No
2,2,2,0,0,3,0,0,0,0,0,0,0,845,0,No
16,0,16,0,0,3,0,0,0,0,0,0,0,406,0,No
2,0,2,0,0,3,0,0,0,0,0,0,0,683,0,No
12,1,16,0,0,3,0,0,0,0,0,0,0,683,0,No
10,3,13,0,0,3,0,0,0,0,0,0,0,292,0,No
2,1,2,0,0,3,0,0,0,0,0,0,0,845,0,No
4,1,4,0,0,3,0,0,0,0,0,0,0,406,0,No
20,2,21,0,0,3,0,0,0,0,0,0,0,308,0,No
10,11,52,0,0,5,0,0,0,0,0,0,0,288,0,No
7,1,13,0,0,3,0,0,0,0,0,0,0,790,0,No
8,1,8,0,0,3,0,0,0,0,0,0,0,790,0,No
20,1,24,0,0,3,0,0,0,0,0,0,0,806,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
5,3,9,0,0,1,0,0,0,0,0,0,0,159,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,806,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
48,1,52,0,0,4,0,0,0,0,0,0,0,375,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,806,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
1,0,2,0,0,3,0,0,0,0,0,0,0,806,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
4,1,6,0,0,4,0,0,0,0,0,0,0,806,0,No
2,0,9,0,0,3,0,0,0,0,0,0,0,208,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,806,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,406,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,406,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
6,12,16,0,0,4,0,0,0,0,0,0,0,806,0,No
11,1,13,0,0,5,0,0,0,0,0,0,0,806,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
7,2,16,0,0,2,0,0,0,0,0,0,0,187,0,No
2,0,2,0,0,3,0,0,0,0,0,0,0,406,0,No
2,0,3,0,0,3,0,0,0,0,0,0,0,845,0,No
2,0,7,0,0,3,0,0,0,0,0,0,0,525,0,No
2,2,5,0,0,3,0,0,0,0,0,0,0,523,0,No
4,3,8,0,0,3,0,0,0,0,0,0,0,298,0,No
2,0,8,0,0,3,0,0,0,0,0,0,0,634,0,No
1,1,1,0,0,3,0,0,0,0,0,0,0,806,0,No
2,7,4,0,0,3,0,0,0,0,0,0,0,200,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,406,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
0,3,0,0,0,4,0,0,0,0,0,0,0,295,0,No
0,2,0,0,0,3,0,0,0,0,0,0,0,475,0,No
3,2,3,0,0,1,0,0,0,0,0,0,0,187,0,No
1,2,1,0,0,4,0,0,0,0,0,0,0,405,0,No
2,6,3,0,0,3,0,0,0,0,0,0,0,405,0,No
11,9,16,0,0,4,0,0,0,0,0,0,0,806,0,No
2,3,2,0,0,3,0,0,0,0,0,0,0,475,0,No
0,3,0,0,0,3,0,0,0,0,0,0,0,200,0,No
8,7,12,0,0,3,0,0,0,0,0,0,0,473,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,806,0,No
16,14,61,0,0,5,0,0,0,0,0,0,0,200,0,No
1,5,2,0,0,3,0,0,0,0,0,0,0,302,0,No
9,9,15,0,0,3,0,0,0,0,0,0,0,473,0,No
