@relation dataset_B-weka.filters.unsupervised.attribute.Remove-R1-3

@attribute NOM numeric
@attribute FanOut numeric
@attribute CyclomaticComplexity numeric
@attribute LOCTouched numeric
@attribute NFix numeric
@attribute NAuth numeric
@attribute LOCAdded numeric
@attribute MaxLOCAdded numeric
@attribute Churn numeric
@attribute MaxChurn numeric
@attribute NS numeric
@attribute ND numeric
@attribute ChangeSetSize numeric
@attribute Age numeric
@attribute NSmells numeric
@attribute Bugginess {No,Yes}

@data
6,10,21,361,0,3,263,69,165,69,52,412,2873,177,0,No
4,4,7,281,0,3,211,90,141,90,55,430,2824,375,0,No
4,10,27,443,0,5,338,241,233,241,43,398,2790,272,0,Yes
2,13,11,453,0,3,330,205,207,205,43,381,2768,177,0,No
0,0,0,193,0,3,117,34,41,34,43,361,2355,383,0,No
3,5,12,195,0,4,152,83,109,83,37,348,2662,251,0,No
13,2,18,207,0,3,169,138,131,138,40,367,2697,275,0,No
5,0,5,121,0,3,98,74,75,74,41,374,2703,758,0,No
3,0,3,85,0,3,67,48,49,48,33,337,2645,521,0,No
6,1,16,170,0,4,133,89,96,89,39,353,2341,521,0,No
2,0,6,115,0,4,82,51,49,51,34,325,2601,206,0,No
15,8,19,657,0,4,423,118,189,118,66,537,3115,307,0,No
17,6,17,451,0,4,333,78,215,78,63,512,3077,307,0,No
1,0,1,84,0,3,56,21,28,21,41,354,2671,383,0,No
1,0,1,84,0,3,56,21,28,21,41,354,2671,383,0,No
10,4,14,152,0,3,133,111,114,111,30,318,2597,284,0,No
16,2,25,177,0,3,164,146,151,146,25,264,2169,284,0,No
20,7,35,253,0,3,229,203,205,203,30,318,2597,284,0,No
6,0,18,0,0,3,0,0,0,0,0,0,0,260,0,No
5,0,17,0,0,3,0,0,0,0,0,0,0,260,0,No
0,0,0,0,0,4,0,0,0,0,0,0,0,406,0,No
5,1,6,0,0,3,0,0,0,0,0,0,0,845,0,No
25,1,52,0,0,3,0,0,0,0,0,0,0,692,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
8,0,8,0,0,4,0,0,0,0,0,0,0,845,0,No
29,0,39,0,0,3,0,0,0,0,0,0,0,812,0,No
18,1,24,0,0,3,0,0,0,0,0,0,0,308,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,806,0,No
15,1,17,0,0,4,0,0,0,0,0,0,0,845,0,No
7,1,8,0,0,3,0,0,0,0,0,0,0,845,0,No
2,0,3,0,0,1,0,0,0,0,0,0,0,132,0,No
3,0,6,0,0,3,0,0,0,0,0,0,0,790,0,No
1,1,8,0,0,3,0,0,0,0,0,0,0,669,0,No
6,2,11,0,0,3,0,0,0,0,0,0,0,565,0,No
1,7,3,0,0,3,0,0,0,0,0,0,0,475,0,No
7,0,12,0,0,3,0,0,0,0,0,0,0,405,0,No
8,2,28,0,0,1,0,0,0,0,0,0,0,187,0,No
2,6,7,0,0,3,0,0,0,0,0,0,0,405,0,No
2,3,2,0,0,3,0,0,0,0,0,0,0,475,0,No
3,5,11,0,0,3,0,0,0,0,0,0,0,781,0,No
10,5,18,0,0,3,0,0,0,0,0,0,0,754,0,No
0,2,0,0,0,4,0,0,0,0,0,0,0,804,0,No
2,5,2,0,0,3,0,0,0,0,0,0,0,754,0,No
2,5,5,0,0,3,0,0,0,0,0,0,0,754,0,No
3,5,11,0,0,3,0,0,0,0,0,0,0,475,0,No
10,13,22,0,0,4,0,0,0,0,0,0,0,362,0,No
7,10,11,0,0,4,0,0,0,0,0,0,0,200,0,No
5,5,15,0,0,3,0,0,0,0,0,0,0,314,0,No
1,5,1,0,0,3,0,0,0,0,0,0,0,291,0,No
6,6,11,0,0,3,0,0,0,0,0,0,0,314,0,No
0,0,0,0,0,4,0,0,0,0,0,0,0,845,0,No
11,6,21,0,0,5,0,0,0,0,0,0,0,781,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,806,0,No
1,1,10,0,0,3,0,0,0,0,0,0,0,292,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,845,0,No
5,0,16,0,0,4,0,0,0,0,0,0,0,754,0,No
5,0,5,0,0,3,0,0,0,0,0,0,0,754,0,No
6,1,32,0,0,5,0,0,0,0,0,0,0,362,0,No
19,0,35,0,0,3,0,0,0,0,0,0,0,362,0,No
9,0,30,0,0,1,0,0,0,0,0,0,0,175,0,No
4,4,5,0,0,3,0,0,0,0,0,0,0,291,0,No
1,1,4,0,0,4,0,0,0,0,0,0,0,319,0,No
7,21,26,0,0,4,0,0,0,0,0,0,0,295,0,Yes
9,1,18,0,0,3,0,0,0,0,0,0,0,845,0,No
9,1,9,0,0,3,0,0,0,0,0,0,0,802,0,No
7,1,7,0,0,3,0,0,0,0,0,0,0,802,0,No
19,3,25,0,0,3,0,0,0,0,0,0,0,810,0,No
39,6,49,0,0,4,0,0,0,0,0,0,0,790,0,No
13,2,27,0,0,3,0,0,0,0,0,0,0,200,0,No
17,4,18,0,0,4,0,0,0,0,0,0,0,406,0,No
24,7,30,0,0,4,0,0,0,0,0,0,0,769,0,No
53,9,96,0,0,5,0,0,0,0,0,0,0,799,0,No
12,5,12,0,0,3,0,0,0,0,0,0,0,845,0,No
5,3,9,0,0,3,0,0,0,0,0,0,0,834,0,No
8,12,19,0,0,3,0,0,0,0,0,0,0,790,0,No
14,8,26,0,0,3,0,0,0,0,0,0,0,834,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,845,0,No
2,2,7,0,0,3,0,0,0,0,0,0,0,302,0,No
2,4,12,0,0,4,0,0,0,0,0,0,0,354,0,No
2,3,9,0,0,5,0,0,0,0,0,0,0,400,0,No
4,13,19,0,0,4,0,0,0,0,0,0,0,312,0,No
2,4,8,0,0,3,0,0,0,0,0,0,0,312,0,No
1,9,25,0,0,4,0,0,0,0,0,0,0,305,0,No
1,2,1,0,0,3,0,0,0,0,0,0,0,375,0,No
1,1,1,0,0,3,0,0,0,0,0,0,0,197,0,No
6,10,21,0,0,3,0,0,0,0,0,0,0,200,0,No
4,4,7,0,0,3,0,0,0,0,0,0,0,398,0,No
4,10,27,0,0,5,0,0,0,0,0,0,0,295,0,Yes
2,13,11,0,0,3,0,0,0,0,0,0,0,200,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,406,0,No
3,5,12,0,0,4,0,0,0,0,0,0,0,274,0,No
13,2,18,0,0,3,0,0,0,0,0,0,0,298,0,No
5,0,5,0,0,3,0,0,0,0,0,0,0,781,0,No
3,0,3,0,0,3,0,0,0,0,0,0,0,544,0,No
6,1,16,0,0,4,0,0,0,0,0,0,0,544,0,No
2,0,6,0,0,4,0,0,0,0,0,0,0,229,0,No
15,8,19,0,0,4,0,0,0,0,0,0,0,330,0,No
17,6,17,0,0,4,0,0,0,0,0,0,0,330,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,406,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,406,0,No
10,4,14,0,0,3,0,0,0,0,0,0,0,307,0,No
16,2,25,0,0,3,0,0,0,0,0,0,0,307,0,No
20,7,35,0,0,3,0,0,0,0,0,0,0,307,0,No
6,0,18,0,0,3,0,0,0,0,0,0,0,292,0,No
5,0,17,0,0,3,0,0,0,0,0,0,0,292,0,No
0,0,0,0,0,4,0,0,0,0,0,0,0,438,0,No
5,1,6,0,0,3,0,0,0,0,0,0,0,877,0,No
25,1,52,0,0,3,0,0,0,0,0,0,0,724,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,838,0,No
8,0,8,2,0,4,1,1,0,0,3,14,30,877,0,No
29,0,39,2,0,4,1,1,0,0,3,14,30,844,0,No
18,1,24,2,0,4,1,1,0,0,3,14,30,340,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,838,0,No
15,1,17,0,0,4,0,0,0,0,0,0,0,877,0,No
7,1,8,0,0,3,0,0,0,0,0,0,0,877,0,No
2,0,3,0,0,1,0,0,0,0,0,0,0,164,0,No
3,0,6,0,0,3,0,0,0,0,0,0,0,822,0,No
1,1,8,0,0,3,0,0,0,0,0,0,0,701,0,No
6,2,11,0,0,3,0,0,0,0,0,0,0,597,0,No
1,7,3,0,0,3,0,0,0,0,0,0,0,507,0,No
7,0,12,0,0,3,0,0,0,0,0,0,0,437,0,No
8,2,28,0,0,1,0,0,0,0,0,0,0,219,0,No
2,6,7,4,0,4,2,2,0,0,1,2,25,437,0,No
2,3,2,0,0,3,0,0,0,0,0,0,0,507,0,No
3,5,11,2,0,4,1,1,0,0,1,2,25,813,0,No
10,5,18,0,0,3,0,0,0,0,0,0,0,786,0,No
0,2,0,0,0,4,0,0,0,0,0,0,0,836,0,No
2,5,2,2,0,4,1,1,0,0,1,2,25,786,0,No
2,5,5,4,0,4,2,2,0,0,1,2,25,786,0,No
3,5,11,0,0,3,0,0,0,0,0,0,0,507,0,No
10,13,22,6,0,5,3,3,0,0,1,2,25,394,0,No
7,10,11,0,0,4,0,0,0,0,0,0,0,232,0,No
5,5,15,0,0,3,0,0,0,0,0,0,0,346,0,No
1,5,1,2,0,4,1,1,0,0,1,2,25,323,0,No
6,6,11,0,0,3,0,0,0,0,0,0,0,346,0,No
2,5,2,6,0,4,1,1,-4,0,1,2,25,323,0,No
0,0,0,0,0,4,0,0,0,0,0,0,0,877,0,No
11,6,21,0,0,5,0,0,0,0,0,0,0,813,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,838,0,No
1,1,10,0,0,3,0,0,0,0,0,0,0,324,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,877,0,No
5,0,16,0,0,4,0,0,0,0,0,0,0,786,0,No
5,0,5,2,0,4,1,1,0,0,3,14,30,786,0,No
6,1,32,0,0,5,0,0,0,0,0,0,0,394,0,No
19,0,35,0,0,3,0,0,0,0,0,0,0,394,0,No
9,0,30,0,0,1,0,0,0,0,0,0,0,207,0,No
4,4,5,0,0,3,0,0,0,0,0,0,0,323,0,No
1,1,4,0,0,4,0,0,0,0,0,0,0,351,0,No
7,21,26,19,1,4,15,15,11,11,2,5,5,327,0,No
9,1,18,4,0,4,2,2,0,0,3,14,30,877,0,No
9,1,9,0,0,3,0,0,0,0,0,0,0,834,0,No
7,1,7,0,0,3,0,0,0,0,0,0,0,834,0,No
19,3,25,0,0,3,0,0,0,0,0,0,0,842,0,No
39,6,49,2,0,5,1,1,0,0,3,14,30,822,0,No
13,2,27,0,0,3,0,0,0,0,0,0,0,232,0,No
17,4,18,0,0,4,0,0,0,0,0,0,0,438,0,No
24,7,30,6,0,5,3,3,0,0,3,14,30,801,0,No
12,5,12,0,0,3,0,0,0,0,0,0,0,877,0,No
5,3,9,0,0,3,0,0,0,0,0,0,0,866,0,No
8,12,19,0,0,3,0,0,0,0,0,0,0,822,0,No
14,8,26,0,0,3,0,0,0,0,0,0,0,866,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,877,0,No
2,2,7,0,0,3,0,0,0,0,0,0,0,334,0,No
2,4,12,0,0,4,0,0,0,0,0,0,0,386,0,No
2,3,9,0,0,5,0,0,0,0,0,0,0,432,0,No
4,13,24,0,0,4,0,0,0,0,0,0,0,344,0,No
2,4,8,0,0,3,0,0,0,0,0,0,0,344,0,No
1,9,25,0,0,4,0,0,0,0,0,0,0,337,0,No
1,2,1,0,0,3,0,0,0,0,0,0,0,407,0,No
1,7,18,0,0,4,0,0,0,0,0,0,0,407,0,No
1,1,1,0,0,3,0,0,0,0,0,0,0,229,0,No
6,10,21,0,0,3,0,0,0,0,0,0,0,232,0,No
4,4,7,0,0,3,0,0,0,0,0,0,0,430,0,No
4,10,27,78,1,5,40,40,2,2,2,5,5,327,0,Yes
2,13,11,0,0,3,0,0,0,0,0,0,0,232,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,438,0,No
3,5,12,0,0,4,0,0,0,0,0,0,0,306,0,No
13,2,18,0,0,3,0,0,0,0,0,0,0,330,0,No
5,0,5,0,0,3,0,0,0,0,0,0,0,813,0,No
3,0,3,0,0,3,0,0,0,0,0,0,0,576,0,No
6,1,16,0,0,4,0,0,0,0,0,0,0,576,0,Yes
2,0,6,0,0,4,0,0,0,0,0,0,0,261,0,No
18,8,18,0,0,4,0,0,0,0,0,0,0,362,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,438,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,438,0,No
10,4,14,2,0,4,1,1,0,0,3,14,30,339,0,No
16,2,25,2,0,4,1,1,0,0,3,14,30,339,0,No
20,7,35,4,0,4,2,2,0,0,3,14,30,339,0,No
6,0,18,0,0,3,0,0,0,0,0,0,0,294,0,No
5,0,17,0,0,3,0,0,0,0,0,0,0,294,0,No
0,0,0,0,0,4,0,0,0,0,0,0,0,440,0,No
5,1,6,0,0,3,0,0,0,0,0,0,0,879,0,No
25,1,52,0,0,3,0,0,0,0,0,0,0,726,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,840,0,No
8,0,8,0,0,4,0,0,0,0,0,0,0,879,0,No
29,0,39,0,0,4,0,0,0,0,0,0,0,846,0,No
18,1,24,0,0,4,0,0,0,0,0,0,0,342,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,840,0,No
15,1,17,0,0,4,0,0,0,0,0,0,0,879,0,No
7,1,8,0,0,3,0,0,0,0,0,0,0,879,0,No
2,0,3,0,0,1,0,0,0,0,0,0,0,166,0,No
3,0,6,0,0,3,0,0,0,0,0,0,0,824,0,No
1,1,8,0,0,3,0,0,0,0,0,0,0,703,0,No
6,2,11,0,0,3,0,0,0,0,0,0,0,599,0,No
1,7,3,0,0,3,0,0,0,0,0,0,0,509,0,No
7,0,12,0,0,3,0,0,0,0,0,0,0,439,0,No
8,2,28,0,0,1,0,0,0,0,0,0,0,221,0,No
2,6,7,0,0,4,0,0,0,0,0,0,0,439,0,No
2,3,2,0,0,3,0,0,0,0,0,0,0,509,0,No
3,5,11,0,0,4,0,0,0,0,0,0,0,815,0,No
10,5,18,0,0,3,0,0,0,0,0,0,0,788,0,No
0,2,0,0,0,4,0,0,0,0,0,0,0,838,0,No
2,5,2,0,0,4,0,0,0,0,0,0,0,788,0,No
2,5,5,0,0,4,0,0,0,0,0,0,0,788,0,No
3,5,11,0,0,3,0,0,0,0,0,0,0,509,0,No
10,13,22,0,0,5,0,0,0,0,0,0,0,396,0,No
7,10,11,0,0,4,0,0,0,0,0,0,0,234,0,No
5,5,15,0,0,3,0,0,0,0,0,0,0,348,0,No
1,5,1,0,0,4,0,0,0,0,0,0,0,325,0,No
6,6,11,0,0,3,0,0,0,0,0,0,0,348,0,No
2,5,2,0,0,4,0,0,0,0,0,0,0,325,0,No
0,0,0,0,0,4,0,0,0,0,0,0,0,879,0,No
11,6,21,0,0,5,0,0,0,0,0,0,0,815,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,840,0,No
1,1,10,0,0,3,0,0,0,0,0,0,0,326,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,879,0,No
5,0,16,0,0,4,0,0,0,0,0,0,0,788,0,No
5,0,5,0,0,4,0,0,0,0,0,0,0,788,0,No
6,1,32,0,0,5,0,0,0,0,0,0,0,396,0,No
19,0,35,0,0,3,0,0,0,0,0,0,0,396,0,No
9,0,30,0,0,1,0,0,0,0,0,0,0,209,0,No
4,4,5,0,0,3,0,0,0,0,0,0,0,325,0,No
1,1,4,0,0,4,0,0,0,0,0,0,0,353,0,Yes
7,21,26,0,1,4,0,0,0,0,0,0,0,329,0,No
9,1,18,0,0,4,0,0,0,0,0,0,0,879,0,No
9,1,9,0,0,3,0,0,0,0,0,0,0,836,0,No
7,1,7,0,0,3,0,0,0,0,0,0,0,836,0,No
19,3,25,0,0,3,0,0,0,0,0,0,0,844,0,No
39,6,49,0,0,5,0,0,0,0,0,0,0,824,0,No
13,2,27,0,0,3,0,0,0,0,0,0,0,234,0,No
17,4,18,0,0,4,0,0,0,0,0,0,0,440,0,No
24,7,30,0,0,5,0,0,0,0,0,0,0,803,0,No
53,9,96,0,0,5,0,0,0,0,0,0,0,833,0,Yes
12,5,12,0,0,3,0,0,0,0,0,0,0,879,0,No
5,3,9,0,0,3,0,0,0,0,0,0,0,868,0,No
8,12,19,0,0,3,0,0,0,0,0,0,0,824,0,No
14,8,26,0,0,3,0,0,0,0,0,0,0,868,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,879,0,No
2,2,7,0,0,3,0,0,0,0,0,0,0,336,0,No
2,4,12,0,0,4,0,0,0,0,0,0,0,388,0,No
2,3,9,0,0,5,0,0,0,0,0,0,0,434,0,No
4,13,19,0,0,4,0,0,0,0,0,0,0,346,0,No
2,4,8,0,0,3,0,0,0,0,0,0,0,346,0,No
1,9,25,0,0,4,0,0,0,0,0,0,0,339,0,No
1,2,1,0,0,3,0,0,0,0,0,0,0,409,0,No
1,1,1,0,0,3,0,0,0,0,0,0,0,231,0,No
6,10,21,0,0,3,0,0,0,0,0,0,0,234,0,No
4,4,7,0,0,3,0,0,0,0,0,0,0,432,0,No
4,10,27,16,2,5,8,8,0,0,1,8,14,329,0,No
2,13,11,0,0,3,0,0,0,0,0,0,0,234,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,440,0,No
3,5,12,0,0,4,0,0,0,0,0,0,0,308,0,No
13,2,18,0,0,3,0,0,0,0,0,0,0,332,0,No
5,0,5,0,0,3,0,0,0,0,0,0,0,815,0,No
3,0,3,0,0,3,0,0,0,0,0,0,0,578,0,No
6,1,16,0,0,4,0,0,0,0,0,0,0,578,0,Yes
2,0,6,0,0,4,0,0,0,0,0,0,0,263,0,No
15,8,19,0,0,5,0,0,0,0,0,0,0,364,0,Yes
17,6,17,0,0,4,0,0,0,0,0,0,0,364,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,440,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,440,0,No
10,4,14,0,0,4,0,0,0,0,0,0,0,341,0,No
16,2,25,0,0,4,0,0,0,0,0,0,0,341,0,No
20,7,35,0,0,4,0,0,0,0,0,0,0,341,0,No
6,0,18,0,0,3,0,0,0,0,0,0,0,363,0,No
5,0,17,0,0,3,0,0,0,0,0,0,0,363,0,No
0,0,0,0,0,4,0,0,0,0,0,0,0,509,0,No
5,1,6,0,0,3,0,0,0,0,0,0,0,948,0,No
25,1,52,0,0,3,0,0,0,0,0,0,0,795,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,909,0,No
8,0,8,0,0,4,0,0,0,0,0,0,0,948,0,No
29,0,39,0,0,4,0,0,0,0,0,0,0,915,0,No
18,1,24,0,0,4,0,0,0,0,0,0,0,411,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,909,0,No
15,1,17,0,0,4,0,0,0,0,0,0,0,948,0,No
7,1,8,0,0,3,0,0,0,0,0,0,0,948,0,No
2,0,3,0,0,1,0,0,0,0,0,0,0,235,0,No
3,0,6,0,0,3,0,0,0,0,0,0,0,893,0,No
1,1,8,0,0,3,0,0,0,0,0,0,0,772,0,No
6,2,11,0,0,3,0,0,0,0,0,0,0,668,0,No
1,7,3,0,0,3,0,0,0,0,0,0,0,578,0,No
7,0,12,0,0,3,0,0,0,0,0,0,0,508,0,No
8,2,28,0,0,1,0,0,0,0,0,0,0,290,0,No
2,6,7,0,0,4,0,0,0,0,0,0,0,508,0,No
2,3,2,0,0,3,0,0,0,0,0,0,0,578,0,No
3,5,11,0,0,4,0,0,0,0,0,0,0,884,0,No
10,5,18,0,0,3,0,0,0,0,0,0,0,857,0,No
0,2,0,0,0,4,0,0,0,0,0,0,0,907,0,No
2,5,2,0,0,4,0,0,0,0,0,0,0,857,0,No
2,5,5,0,0,4,0,0,0,0,0,0,0,857,0,No
3,5,11,0,0,3,0,0,0,0,0,0,0,578,0,No
10,13,22,0,0,5,0,0,0,0,0,0,0,465,0,Yes
7,10,11,0,0,4,0,0,0,0,0,0,0,303,0,No
5,5,15,0,0,3,0,0,0,0,0,0,0,417,0,No
1,5,1,0,0,4,0,0,0,0,0,0,0,394,0,No
6,6,11,0,0,3,0,0,0,0,0,0,0,417,0,No
2,5,2,0,0,4,0,0,0,0,0,0,0,394,0,No
0,0,0,0,0,4,0,0,0,0,0,0,0,948,0,No
11,6,21,0,0,5,0,0,0,0,0,0,0,884,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,909,0,No
1,1,10,0,0,3,0,0,0,0,0,0,0,395,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,948,0,No
5,0,16,0,0,4,0,0,0,0,0,0,0,857,0,No
5,0,5,0,0,4,0,0,0,0,0,0,0,857,0,No
6,1,32,0,0,5,0,0,0,0,0,0,0,465,0,No
19,0,35,0,0,3,0,0,0,0,0,0,0,465,0,No
9,0,30,0,0,1,0,0,0,0,0,0,0,278,0,No
4,4,5,0,0,3,0,0,0,0,0,0,0,394,0,No
1,1,4,7,1,4,3,3,-1,0,1,6,17,422,0,No
7,21,26,0,1,4,0,0,0,0,0,0,0,398,0,No
9,1,18,0,0,4,0,0,0,0,0,0,0,948,0,No
9,1,9,0,0,3,0,0,0,0,0,0,0,905,0,No
7,1,7,0,0,3,0,0,0,0,0,0,0,905,0,No
19,3,25,0,0,3,0,0,0,0,0,0,0,913,0,No
39,6,49,0,0,5,0,0,0,0,0,0,0,893,0,No
13,2,27,0,0,3,0,0,0,0,0,0,0,303,0,No
17,4,18,0,0,4,0,0,0,0,0,0,0,509,0,No
24,7,30,0,0,5,0,0,0,0,0,0,0,872,0,No
12,5,12,0,0,3,0,0,0,0,0,0,0,948,0,No
5,3,9,0,0,3,0,0,0,0,0,0,0,937,0,No
8,12,19,0,0,3,0,0,0,0,0,0,0,893,0,No
14,8,26,0,0,3,0,0,0,0,0,0,0,937,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,948,0,No
2,2,7,0,0,3,0,0,0,0,0,0,0,405,0,No
2,4,12,0,0,4,0,0,0,0,0,0,0,457,0,No
2,3,9,0,0,5,0,0,0,0,0,0,0,503,0,No
4,13,24,51,0,5,30,30,9,9,1,4,6,415,0,No
2,4,8,0,0,3,0,0,0,0,0,0,0,415,0,No
1,9,25,0,0,4,0,0,0,0,0,0,0,408,0,Yes
1,2,1,0,0,3,0,0,0,0,0,0,0,478,0,No
1,7,18,42,0,5,15,15,-12,0,1,4,6,478,0,No
1,1,1,0,0,3,0,0,0,0,0,0,0,300,0,No
6,10,21,0,0,3,0,0,0,0,0,0,0,303,0,No
4,4,7,0,0,3,0,0,0,0,0,0,0,501,0,No
4,10,27,0,2,5,0,0,0,0,0,0,0,398,0,No
2,13,11,0,0,3,0,0,0,0,0,0,0,303,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,509,0,No
3,5,12,0,0,4,0,0,0,0,0,0,0,377,0,No
13,2,18,0,0,3,0,0,0,0,0,0,0,401,0,No
5,0,5,0,0,3,0,0,0,0,0,0,0,884,0,No
3,0,3,0,0,3,0,0,0,0,0,0,0,647,0,No
