Project,Release,ClassName,NOM,FanOut,CyclomaticComplexity,LOCTouched,NFix,NAuth,LOCAdded,MaxLOCAdded,Churn,MaxChurn,NS,ND,ChangeSetSize,Age,NSmells,Bugginess
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/MembershipDAOImpl.java,5,6,8,0,0,3,0,0,0,0,0,0,0,1001,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/NotificationDAOImpl.java,4,3,4,0,0,3,0,0,0,0,0,0,0,534,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/PolicyDAOImpl.java,8,6,14,0,0,3,0,0,0,0,0,0,0,607,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/ReportDAOImpl.java,7,3,10,0,0,3,0,0,0,0,0,0,0,432,0,Yes
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/ReportExecDAOImpl.java,8,4,12,0,0,3,0,0,0,0,0,0,0,432,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/SchemaDAOImpl.java,5,6,8,0,0,3,0,0,0,0,0,0,0,1066,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/TaskDAOImpl.java,13,8,23,0,0,4,0,0,0,0,0,0,0,1066,0,Yes
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/TaskExecDAOImpl.java,9,7,14,0,0,3,0,0,0,0,0,0,0,1066,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/UserRequestDAOImpl.java,4,3,4,0,0,3,0,0,0,0,0,0,0,534,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/VirAttrDAOImpl.java,5,2,7,0,0,3,0,0,0,0,0,0,0,1066,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/dao/impl/VirSchemaDAOImpl.java,5,6,8,0,0,3,0,0,0,0,0,0,0,1066,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/attrvalue/AbstractValidator.java,2,2,2,0,1,3,0,0,0,0,0,0,0,1048,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/attrvalue/AlwaysTrueValidator.java,1,2,2,0,0,3,0,0,0,0,0,0,0,1077,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/attrvalue/BasicValidator.java,1,3,6,0,0,4,0,0,0,0,0,0,0,1077,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/attrvalue/EmailAddressValidator.java,1,2,2,0,0,3,0,0,0,0,0,0,0,1048,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/attrvalue/InvalidAttrValueException.java,0,1,0,0,0,3,0,0,0,0,0,0,0,1077,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/attrvalue/ParsingValidationException.java,0,0,0,0,0,3,0,0,0,0,0,0,0,1077,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/attrvalue/Validator.java,1,1,1,0,0,3,0,0,0,0,0,0,0,1048,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/AttrCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,873,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/AttrValueCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,873,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/EntitlementCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,873,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/EntityValidationInterceptor.java,1,0,2,0,0,3,0,0,0,0,0,0,0,873,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/ExternalResourceCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,873,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/InvalidEntityException.java,4,1,7,0,0,3,0,0,0,0,0,0,0,873,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/NotificationCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/PolicyCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,873,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/PropagationTaskCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/ReportCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SchedTaskCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SchemaCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,873,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SchemaMappingCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,873,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SyncTaskCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/SyncopeUserCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,873,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/persistence/validation/entity/USchemaCheck.java,0,0,0,0,0,3,0,0,0,0,0,0,0,873,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/policy/AccountPolicyException.java,0,0,0,0,0,3,0,0,0,0,0,0,0,1038,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/policy/PasswordPolicyEnforcer.java,12,2,58,0,0,3,0,0,0,0,0,0,0,594,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/policy/PasswordPolicyException.java,0,0,0,0,0,3,0,0,0,0,0,0,0,1038,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/policy/PolicyEnforceException.java,0,0,0,0,0,3,0,0,0,0,0,0,0,1038,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/propagation/PropagationByResource.java,12,1,32,0,1,4,0,0,0,0,0,0,0,992,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/propagation/PropagationException.java,1,0,1,0,0,3,0,0,0,0,0,0,0,1077,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/propagation/package-info.java,0,0,0,0,0,3,0,0,0,0,0,0,0,1038,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/report/AbstractReportlet.java,5,3,6,0,0,3,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/report/ReportException.java,0,0,0,0,0,3,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/report/Reportlet.java,2,1,2,0,0,4,0,0,0,0,0,0,0,432,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/report/ReportletConfClass.java,0,1,0,0,0,3,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/report/StaticReportlet.java,1,1,10,0,0,1,0,0,0,0,0,0,0,407,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/controller/AuthenticationController.java,2,7,3,0,0,3,0,0,0,0,0,0,0,856,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/controller/DerivedSchemaController.java,5,9,9,0,0,4,0,0,0,0,0,0,0,1029,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/controller/InvalidSearchConditionException.java,0,0,0,0,0,3,0,0,0,0,0,0,0,1038,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/controller/ResourceController.java,8,21,20,0,0,5,0,0,0,0,0,0,0,1015,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/controller/RoleController.java,8,13,27,0,0,4,0,0,0,0,0,0,0,1006,0,Yes
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/controller/SchemaController.java,5,9,9,0,0,4,0,0,0,0,0,0,0,1034,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/controller/UnauthorizedRoleException.java,1,0,1,0,0,3,0,0,0,0,0,0,0,1077,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/controller/UserRequestController.java,8,12,15,0,0,5,0,0,0,0,0,0,0,524,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/controller/VirtualSchemaController.java,5,9,9,0,0,5,0,0,0,0,0,0,0,712,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java,3,7,3,0,1,3,0,0,0,0,0,0,0,527,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/data/ConfigurationDataBinder.java,2,2,2,0,0,3,0,0,0,0,0,0,0,1002,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/data/ConnInstanceDataBinder.java,3,9,22,0,0,4,0,0,0,0,0,0,0,1017,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/data/DerivedSchemaDataBinder.java,4,7,7,0,0,3,0,0,0,0,0,0,0,1029,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/data/NotificationDataBinder.java,3,2,3,0,0,4,0,0,0,0,0,0,0,534,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/data/SchemaDataBinder.java,4,10,9,0,0,3,0,0,0,0,0,0,0,1029,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/data/UnwrappedObjectMapper.java,8,0,10,0,0,3,0,0,0,0,0,0,0,1044,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/rest/data/UserRequestDataBinder.java,6,7,10,0,0,4,0,0,0,0,0,0,0,524,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/scheduling/package-info.java,0,0,0,0,0,3,0,0,0,0,0,0,0,1038,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/security/SyncopeUserDetailsService.java,3,6,9,0,0,3,0,0,0,0,0,0,0,853,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/util/ApplicationContextProvider.java,2,0,2,0,0,3,0,0,0,0,0,0,0,1077,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/util/ConnBundleManager.java,3,3,18,0,0,5,0,0,0,0,0,0,0,572,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/util/TaskUtil.java,4,10,20,0,0,3,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/util/VirAttrCacheValue.java,5,0,5,0,0,1,0,0,0,0,0,0,0,63,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/util/multiparent/MultiParentNode.java,14,0,18,0,0,4,0,0,0,0,0,0,0,461,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/AbstractUserWorkflowAdapter.java,13,7,13,0,2,4,0,0,0,0,0,0,0,545,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/NoOpUserWorkflowAdapter.java,15,8,19,0,3,5,0,0,0,0,0,0,0,562,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/WorkflowException.java,0,0,0,0,0,3,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/WorkflowResult.java,9,1,9,0,1,3,0,0,0,0,0,0,0,527,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/activiti/AbstractActivitiDelegate.java,2,3,2,0,0,3,0,0,0,0,0,0,0,551,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/activiti/AutoActivate.java,1,1,1,0,0,4,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/activiti/Create.java,1,3,1,0,0,4,0,0,0,0,0,0,0,551,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/activiti/Delete.java,1,2,2,0,1,4,0,0,0,0,0,0,0,551,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/activiti/GenerateToken.java,1,2,1,0,0,3,0,0,0,0,0,0,0,551,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/activiti/SyncopeEntitiesVariableType.java,1,1,1,0,0,3,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/activiti/SyncopeSession.java,1,0,1,0,0,3,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/activiti/SyncopeSessionFactory.java,4,0,4,0,0,3,0,0,0,0,0,0,0,638,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/activiti/SyncopeUserManager.java,13,4,16,0,0,4,0,0,0,0,0,0,0,539,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/activiti/Update.java,1,4,1,0,0,4,0,0,0,0,0,0,0,551,0,No
SYNCOPE,10,core/src/main/java/org/apache/syncope/core/workflow/package-info.java,0,0,0,0,0,3,0,0,0,0,0,0,0,1038,0,No
SYNCOPE,10,hibernate-enhancer/src/main/java/org/apache/syncope/hibernate/HibernateEnhancer.java,1,0,16,0,0,3,0,0,0,0,0,0,0,456,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/http/HttpClientParams.java,1,0,2,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/http/PreemptiveAuthHttpRequestFactory.java,2,0,2,0,0,4,0,0,0,0,0,0,0,464,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/ConfigurationServiceProxy.java,8,6,9,0,2,2,0,0,0,0,0,0,0,115,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/ConnectorServiceProxy.java,13,8,17,30,0,3,22,22,14,14,4,13,15,115,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/EntitlementServiceProxy.java,2,3,2,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/LoggerServiceProxy.java,4,5,14,0,0,2,0,0,0,0,0,0,0,115,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/NotificationServiceProxy.java,5,3,5,0,0,3,0,0,0,0,0,0,0,110,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/PolicyServiceProxy.java,9,8,24,0,1,4,0,0,0,0,0,0,0,111,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/ReportServiceProxy.java,12,6,13,0,2,3,0,0,0,0,0,0,0,114,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/ResourceServiceProxy.java,10,9,12,0,1,3,0,0,0,0,0,0,0,114,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/RoleServiceProxy.java,13,5,13,0,0,2,0,0,0,0,0,0,0,116,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/SchemaServiceProxy.java,6,8,13,0,1,3,0,0,0,0,0,0,0,110,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/SpringRestTemplate.java,1,0,1,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/SpringServiceProxy.java,4,2,8,0,1,5,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/UserRequestServiceProxy.java,6,3,9,0,0,3,0,0,0,0,0,0,0,109,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/UserServiceProxy.java,25,8,25,0,1,4,0,0,0,0,0,0,0,116,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/UserWorkflowServiceProxy.java,5,3,5,0,1,1,0,0,0,0,0,0,0,72,0,No
SYNCOPE,11,client/src/main/java/org/apache/syncope/client/services/proxy/WorkflowServiceProxy.java,3,3,3,0,0,5,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/AbstractBaseBean.java,3,0,3,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/annotation/ClassList.java,0,0,0,0,0,5,0,0,0,0,0,0,0,649,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/annotation/FormAttributeField.java,0,1,0,0,0,4,0,0,0,0,0,0,0,649,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/annotation/SchemaList.java,0,0,0,0,0,4,0,0,0,0,0,0,0,649,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/mod/AbstractAttributableMod.java,35,1,42,0,0,5,0,0,0,0,0,0,0,1004,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/mod/AttributeMod.java,11,1,12,0,0,4,0,0,0,0,0,0,0,1004,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/mod/ReferenceMod.java,2,1,2,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/mod/RoleMod.java,25,0,38,0,0,4,0,0,0,0,0,0,0,1024,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/report/AbstractReportletConf.java,2,1,2,0,0,5,0,0,0,0,0,0,0,649,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/report/ReportletConf.java,1,0,1,0,0,4,0,0,0,0,0,0,0,443,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/report/StaticReportletConf.java,12,1,14,0,0,3,0,0,0,0,0,0,0,418,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/report/UserReportletConf.java,10,3,10,0,0,5,0,0,0,0,0,0,0,443,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/search/AttributeCond.java,7,1,11,0,0,4,0,0,0,0,0,0,0,935,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/search/EntitlementCond.java,3,1,3,0,0,4,0,0,0,0,0,0,0,1045,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/search/ResourceCond.java,3,1,3,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/search/SearchCond.java,1,0,1,0,0,4,0,0,0,0,0,0,0,1049,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/ConfigurationService.java,8,3,8,0,1,3,0,0,0,0,0,0,0,115,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/ConnectorService.java,13,7,13,18,1,3,15,15,12,12,4,13,15,115,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/EntitlementService.java,2,1,2,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/InvalidSearchConditionException.java,0,0,0,0,0,5,0,0,0,0,0,0,0,1049,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/PolicyService.java,7,3,7,0,1,3,0,0,0,0,0,0,0,111,0,Yes
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/ReportService.java,12,3,12,0,1,3,0,0,0,0,0,0,0,114,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/ReportletConfClasses.java,2,0,2,0,0,5,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/ResourceService.java,10,6,10,0,0,3,0,0,0,0,0,0,0,114,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/RoleService.java,13,3,13,0,0,3,0,0,0,0,0,0,0,116,0,Yes
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/SchemaService.java,5,3,5,0,0,3,0,0,0,0,0,0,0,110,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/TaskService.java,14,8,14,0,0,4,0,0,0,0,0,0,0,111,0,Yes
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/UserService.java,25,6,25,0,1,5,0,0,0,0,0,0,0,116,0,Yes
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/UserWorkflowService.java,5,2,5,0,1,5,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/services/WorkflowService.java,3,2,3,0,0,3,0,0,0,0,0,0,0,115,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/AbstractExecTO.java,10,1,14,0,0,4,0,0,0,0,0,0,0,926,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/AbstractSchemaTO.java,2,1,2,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/AccountPolicyTO.java,2,2,2,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/BulkAction.java,6,1,8,0,0,2,0,0,0,0,0,0,0,47,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/ConfigurationTO.java,4,1,4,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/ConnBundleTO.java,14,2,14,0,0,4,0,0,0,0,0,0,0,1026,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/ConnObjectTO.java,5,1,7,0,1,5,0,0,0,0,0,0,0,464,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/CorrelationRuleClassTO.java,3,1,3,0,0,5,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/DerivedSchemaTO.java,2,0,2,0,0,4,0,0,0,0,0,0,0,1045,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/EntitlementTO.java,3,1,3,0,0,1,0,0,0,0,0,0,0,116,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/JobClassTO.java,3,1,3,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/LoggerTO.java,4,2,4,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/MailTemplateTO.java,3,1,3,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/MappingItemTO.java,16,3,16,0,0,5,0,0,0,0,0,0,0,1033,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/NotificationTO.java,24,4,27,0,0,6,0,0,0,0,0,0,0,545,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/PasswordPolicyTO.java,2,2,2,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/PolicyTO.java,6,2,6,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/PropagationActionClassTO.java,3,1,3,0,0,1,0,0,0,0,0,0,0,116,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/PropagationStatusTO.java,8,2,8,0,0,5,0,0,0,0,0,0,0,440,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/PropagationTaskTO.java,18,3,18,0,0,4,0,0,0,0,0,0,0,926,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/ReportExecTO.java,2,0,2,0,0,4,0,0,0,0,0,0,0,649,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/ReportTO.java,24,4,32,0,0,5,0,0,0,0,0,0,0,443,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/ResourceTO.java,42,4,42,0,1,4,0,0,0,0,0,0,0,1024,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/SchedTaskTO.java,12,0,16,0,0,5,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/SchemaTO.java,18,1,19,0,0,6,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/SyncActionClassTO.java,3,1,3,0,0,1,0,0,0,0,0,0,0,116,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/SyncPolicyTO.java,2,2,2,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/SyncTaskTO.java,18,0,18,0,0,4,0,0,0,0,0,0,0,649,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/TaskExecTO.java,2,0,2,0,0,4,0,0,0,0,0,0,0,926,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/TaskTO.java,12,1,16,0,0,6,0,0,0,0,0,0,0,926,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/UserRequestOptionsTO.java,1,0,1,0,0,5,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/ValidatorTO.java,3,1,3,0,0,4,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/VirtualSchemaTO.java,2,0,2,0,0,5,0,0,0,0,0,0,0,1088,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/WorkflowDefinitionTO.java,4,1,4,0,0,4,0,0,0,0,0,0,0,649,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/to/WorkflowFormPropertyTO.java,20,2,21,0,0,4,0,0,0,0,0,0,0,551,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/types/AccountPolicySpec.java,20,1,24,0,0,4,0,0,0,0,0,0,0,1049,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/types/AuditLoggerName.java,5,3,9,0,0,2,0,0,0,0,0,0,0,402,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/types/ConnParameterType.java,1,0,1,0,0,4,0,0,0,0,0,0,0,1049,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/types/MappingPurpose.java,0,0,0,0,1,1,0,0,0,0,0,0,0,69,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/types/PasswordPolicySpec.java,48,1,52,0,0,5,0,0,0,0,0,0,0,618,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/types/PropagationMode.java,0,0,0,0,0,4,0,0,0,0,0,0,0,1049,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/types/ReportExecExportFormat.java,0,0,0,0,0,4,0,0,0,0,0,0,0,1049,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/types/SyncPolicySpec.java,10,2,11,0,0,7,0,0,0,0,0,0,0,1049,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/types/SyncopeLoggerLevel.java,2,0,9,0,0,4,0,0,0,0,0,0,0,451,0,No
SYNCOPE,11,common/src/main/java/org/apache/syncope/common/types/SyncopeLoggerType.java,1,0,1,0,0,4,0,0,0,0,0,0,0,1049,0,No
