@relation dataset_SYNCOPE_final-weka.filters.unsupervised.attribute.Remove-R1-3

@attribute NOM numeric
@attribute FanOut numeric
@attribute CyclomaticComplexity numeric
@attribute LOCTouched numeric
@attribute NFix numeric
@attribute NAuth numeric
@attribute LOCAdded numeric
@attribute MaxLOCAdded numeric
@attribute Churn numeric
@attribute MaxChurn numeric
@attribute NS numeric
@attribute ND numeric
@attribute ChangeSetSize numeric
@attribute Age numeric
@attribute NSmells numeric
@attribute Bugginess {No,Yes}

@data
0,0,0,0,0,3,0,0,0,0,0,0,0,1015,0,No
6,12,16,0,0,4,0,0,0,0,0,0,0,1015,0,No
1,1,8,0,0,3,0,0,0,0,0,0,0,878,1,No
11,0,12,25,0,5,10,10,-5,0,1,3,3,1015,0,No
0,0,0,13,0,3,3,3,-7,0,1,3,3,1015,0,No
3,1,4,0,0,3,0,0,0,0,0,0,0,615,2,No
7,2,16,0,0,2,0,0,0,0,0,0,0,396,0,No
2,0,2,0,0,3,0,0,0,0,0,0,0,615,0,No
10,0,21,0,0,4,0,0,0,0,0,0,0,769,3,No
6,2,11,0,0,3,0,0,0,0,0,0,0,774,1,No
1,7,3,0,0,3,0,0,0,0,0,0,0,684,1,No
13,2,13,0,0,3,0,0,0,0,0,0,0,906,2,No
2,0,3,0,0,3,0,0,0,0,0,0,0,1054,0,No
7,0,12,0,0,3,0,0,0,0,0,0,0,614,1,No
2,0,7,12,1,3,6,6,0,0,1,3,5,734,0,No
2,3,12,81,2,4,62,62,43,43,1,3,5,732,2,No
6,0,6,0,0,3,0,0,0,0,0,0,0,1054,2,No
6,8,35,0,0,2,0,0,0,0,0,0,0,397,2,No
4,3,8,7,1,3,3,3,-1,0,1,3,5,507,0,No
2,0,8,0,0,4,0,0,0,0,0,0,0,843,0,No
8,2,28,0,0,1,0,0,0,0,0,0,0,396,1,No
2,7,7,0,0,4,0,0,0,0,0,0,0,614,1,No
2,3,2,0,0,3,0,0,0,0,0,0,0,684,1,No
8,11,27,0,0,3,0,0,0,0,0,0,0,514,2,No
1,1,1,0,0,3,0,0,0,0,0,0,0,1015,0,No
11,7,17,0,0,4,0,0,0,0,0,0,0,1015,2,No
36,19,54,0,0,5,0,0,0,0,0,0,0,1015,16,No
2,5,5,0,0,4,0,0,0,0,0,0,0,909,3,No
15,14,43,0,1,5,0,0,0,0,0,0,0,990,5,No
3,6,11,0,0,4,0,0,0,0,0,0,0,990,1,No
10,3,15,130,2,3,51,47,-28,0,2,6,8,963,1,No
2,7,4,0,1,3,0,0,0,0,0,0,0,409,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1015,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,615,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1015,0,No
11,5,15,9,0,5,3,3,-3,0,1,3,3,1014,10,No
0,2,0,0,0,4,0,0,0,0,0,0,0,1013,1,No
2,5,2,0,0,4,0,0,0,0,0,0,0,963,1,No
6,13,16,0,1,5,0,0,0,0,0,0,0,504,3,Yes
0,3,0,0,0,4,0,0,0,0,0,0,0,504,0,No
5,14,25,0,0,5,0,0,0,0,0,0,0,514,5,No
0,2,0,0,0,3,0,0,0,0,0,0,0,684,0,No
3,2,3,0,0,1,0,0,0,0,0,0,0,396,0,No
35,17,64,0,0,4,0,0,0,0,0,0,0,396,5,No
10,17,69,0,0,2,0,0,0,0,0,0,0,384,4,No
24,15,36,0,0,4,0,0,0,0,0,0,0,1015,5,Yes
3,8,9,0,4,5,0,0,0,0,0,0,0,984,2,No
28,11,34,0,0,5,0,0,0,0,0,0,0,1015,13,Yes
2,6,5,69,1,5,35,35,1,1,1,5,6,963,1,No
4,2,6,68,0,5,48,45,28,28,2,9,10,1015,3,No
1,2,1,0,0,4,0,0,0,0,0,0,0,614,0,No
23,15,39,0,0,4,0,0,0,0,0,0,0,1008,40,No
9,9,37,0,0,6,0,0,0,0,0,0,0,990,6,No
4,5,7,0,0,4,0,0,0,0,0,0,0,423,2,No
2,6,3,0,0,3,0,0,0,0,0,0,0,614,0,No
9,13,11,0,0,4,0,0,0,0,0,0,0,879,2,No
11,9,16,0,0,5,0,0,0,0,0,0,0,1015,0,Yes
24,14,37,0,0,3,0,0,0,0,0,0,0,514,8,No
8,8,16,6,1,5,3,3,0,0,1,1,1,963,3,No
2,6,11,0,1,3,0,0,0,0,0,0,0,409,3,No
2,3,2,0,0,3,0,0,0,0,0,0,0,684,0,No
7,7,11,0,1,5,0,0,0,0,0,0,0,1015,3,No
2,1,2,0,0,3,0,0,0,0,0,0,0,684,0,No
3,6,11,0,0,3,0,0,0,0,0,0,0,684,1,No
0,2,0,0,0,4,0,0,0,0,0,0,0,1015,2,No
0,3,0,0,0,3,0,0,0,0,0,0,0,409,0,No
8,17,38,0,0,5,0,0,0,0,0,0,0,599,3,No
8,7,12,0,0,4,0,0,0,0,0,0,0,682,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,1015,0,No
8,12,14,0,0,5,0,0,0,0,0,0,0,1015,6,No
15,16,23,0,0,5,0,0,0,0,0,0,0,565,4,No
10,13,22,0,1,5,0,0,0,0,0,0,0,571,1,No
8,14,14,0,0,5,0,0,0,0,0,0,0,1015,7,No
6,13,27,0,1,5,0,0,0,0,0,0,0,409,2,No
7,10,11,0,0,4,0,0,0,0,0,0,0,409,1,No
15,14,59,11,3,6,3,3,-5,0,1,2,2,409,0,No
5,5,15,0,0,4,0,0,0,0,0,0,0,523,1,No
1,4,2,8,0,5,4,4,0,0,1,5,6,599,2,No
25,21,47,35,3,5,30,30,25,25,1,3,3,507,4,No
1,5,1,17,0,5,7,6,-3,0,2,8,15,500,1,No
6,6,11,0,0,4,0,0,0,0,0,0,0,523,1,No
2,4,5,39,0,4,6,3,-27,0,2,9,10,500,5,No
1,5,1,0,0,4,0,0,0,0,0,0,0,500,0,No
9,8,13,0,0,3,0,0,0,0,0,0,0,599,2,No
10,14,17,0,0,5,0,0,0,0,0,0,0,1015,6,No
2,5,7,0,0,3,0,0,0,0,0,0,0,409,3,No
12,15,19,0,0,5,0,0,0,0,0,0,0,1015,6,No
1,5,2,0,0,3,0,0,0,0,0,0,0,511,0,No
9,7,29,0,0,2,0,0,0,0,0,0,0,397,3,No
26,16,67,0,0,4,0,0,0,0,0,0,0,1015,5,Yes
9,9,15,0,0,3,0,0,0,0,0,0,0,682,0,No
0,0,0,0,0,4,0,0,0,0,0,0,0,1054,1,No
3,3,3,0,1,4,0,0,0,0,0,0,0,514,0,No
5,2,5,0,0,5,0,0,0,0,0,0,0,963,0,No
11,6,21,0,1,5,0,0,0,0,0,0,0,990,1,No
1,2,2,0,0,4,0,0,0,0,0,0,0,811,0,No
3,1,3,0,0,3,0,0,0,0,0,0,0,1015,2,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1015,1,No
7,6,9,0,0,5,0,0,0,0,0,0,0,963,0,No
7,3,7,0,0,4,0,0,0,0,0,0,0,504,0,No
5,6,33,0,0,5,0,0,0,0,0,0,0,571,0,Yes
10,4,11,0,0,3,0,0,0,0,0,0,0,396,0,Yes
5,3,7,0,0,5,0,0,0,0,0,0,0,984,0,No
5,4,7,0,0,5,0,0,0,0,0,0,0,984,0,Yes
18,6,30,2,1,5,0,0,-2,0,1,3,3,1054,0,No
16,8,23,0,0,5,0,0,0,0,0,0,0,879,0,Yes
5,4,5,0,0,5,0,0,0,0,0,0,0,497,0,No
15,7,24,0,2,5,0,0,0,0,0,0,0,1005,0,Yes
2,3,2,0,0,4,0,0,0,0,0,0,0,811,0,No
4,0,4,0,0,1,0,0,0,0,0,0,0,396,0,No
2,1,3,0,0,1,0,0,0,0,0,0,0,38,0,No
2,1,3,0,0,3,0,0,0,0,0,0,0,734,0,No
2,0,2,0,0,3,0,0,0,0,0,0,0,734,0,No
1,1,2,0,0,3,0,0,0,0,0,0,0,504,0,No
1,1,2,0,0,3,0,0,0,0,0,0,0,504,0,No
1,1,10,9,1,3,5,5,1,1,1,3,5,501,1,No
1,0,1,0,0,3,0,0,0,0,0,0,0,1015,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,1054,1,No
14,3,33,0,0,3,0,0,0,0,0,0,0,423,0,No
5,0,16,0,0,4,0,0,0,0,0,0,0,963,1,No
3,0,3,0,0,3,0,0,0,0,0,0,0,773,0,No
5,0,5,11,1,5,6,6,1,1,1,1,2,963,1,No
1,0,1,0,0,3,0,0,0,0,0,0,0,963,0,No
2,1,2,5,1,4,5,5,5,5,1,5,6,571,0,No
2,0,3,0,0,3,0,0,0,0,0,0,0,963,0,No
5,0,9,21,2,5,18,10,15,8,2,3,4,963,2,No
1,0,1,0,0,3,0,0,0,0,0,0,0,1015,0,No
6,1,32,0,0,5,0,0,0,0,0,0,0,571,1,No
4,0,5,0,0,5,0,0,0,0,0,0,0,571,3,No
10,1,24,0,0,5,0,0,0,0,0,0,0,571,6,No
19,0,35,0,0,3,0,0,0,0,0,0,0,571,1,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1015,0,No
8,0,14,0,0,4,0,0,0,0,0,0,0,571,0,No
1,0,1,92,2,1,2,2,-88,0,3,3,4,45,0,No
9,0,30,0,0,1,0,0,0,0,0,0,0,384,1,No
26,0,36,11,2,1,5,5,-1,0,2,2,3,384,0,No
5,8,6,0,0,3,0,0,0,0,0,0,0,963,7,No
4,5,5,20,0,4,12,9,4,4,2,9,10,500,1,No
2,3,7,0,0,1,0,0,0,0,0,0,0,376,2,No
12,0,20,0,0,1,0,0,0,0,0,0,0,376,0,No
2,0,14,0,0,3,0,0,0,0,0,0,0,921,8,No
1,1,4,0,1,4,0,0,0,0,0,0,0,528,1,No
8,8,12,0,0,4,0,0,0,0,0,0,0,930,3,No
1,2,21,0,1,6,0,0,0,0,0,0,0,1011,7,No
2,6,19,0,0,1,0,0,0,0,0,0,0,362,3,No
14,13,34,0,4,4,0,0,0,0,0,0,0,607,6,No
1,4,9,0,0,4,0,0,0,0,0,0,0,417,0,Yes
5,2,9,0,1,3,0,0,0,0,0,0,0,670,2,No
1,0,1,0,1,3,0,0,0,0,0,0,0,1015,0,No
7,21,26,0,1,4,0,0,0,0,0,0,0,504,1,Yes
13,3,18,0,1,5,0,0,0,0,0,0,0,1008,0,No
2,0,2,0,0,3,0,0,0,0,0,0,0,1015,0,No
17,4,48,0,2,4,0,0,0,0,0,0,0,1043,7,No
25,0,42,0,2,4,0,0,0,0,0,0,0,1008,0,No
9,1,18,0,1,4,0,0,0,0,0,0,0,1054,1,No
6,3,12,0,0,4,0,0,0,0,0,0,0,1028,0,No
9,1,9,0,0,3,0,0,0,0,0,0,0,1011,1,No
8,0,13,0,1,4,0,0,0,0,0,0,0,409,0,No
22,4,33,0,0,4,0,0,0,0,0,0,0,1041,3,No
8,0,10,0,0,4,0,0,0,0,0,0,0,689,0,No
7,1,7,0,0,3,0,0,0,0,0,0,0,1011,1,No
0,1,0,0,0,4,0,0,0,0,0,0,0,1008,0,No
19,3,25,0,0,3,0,0,0,0,0,0,0,1019,1,No
4,1,4,0,0,3,0,0,0,0,0,0,0,1043,0,No
39,6,49,0,0,5,0,0,0,0,0,0,0,999,1,No
23,5,31,0,0,4,0,0,0,0,0,0,0,511,0,No
16,1,17,0,0,4,0,0,0,0,0,0,0,504,0,No
0,1,0,0,0,3,0,0,0,0,0,0,0,1008,0,No
6,4,6,0,0,3,0,0,0,0,0,0,0,584,0,No
14,5,14,0,0,4,0,0,0,0,0,0,0,892,0,No
13,2,27,0,0,3,0,0,0,0,0,0,0,409,1,No
6,1,8,0,0,3,0,0,0,0,0,0,0,409,0,No
5,2,7,0,0,3,0,0,0,0,0,0,0,409,0,No
4,1,4,0,0,3,0,0,0,0,0,0,0,615,0,No
15,2,15,0,0,3,0,0,0,0,0,0,0,999,0,No
0,1,0,0,0,3,0,0,0,0,0,0,0,1008,0,No
17,4,18,0,0,4,0,0,0,0,0,0,0,615,1,No
4,0,4,0,0,3,0,0,0,0,0,0,0,1054,0,No
6,2,6,0,0,3,0,0,0,0,0,0,0,1043,0,No
5,0,10,0,0,3,0,0,0,0,0,0,0,892,0,No
4,0,4,0,0,3,0,0,0,0,0,0,0,892,0,No
8,4,11,0,0,3,0,0,0,0,0,0,0,501,0,No
11,4,19,0,0,4,0,0,0,0,0,0,0,1008,0,No
5,3,7,0,0,4,0,0,0,0,0,0,0,850,0,No
3,2,4,0,0,4,0,0,0,0,0,0,0,1054,0,No
4,3,6,0,0,4,0,0,0,0,0,0,0,1008,0,No
0,1,0,0,0,3,0,0,0,0,0,0,0,1008,0,No
0,1,0,0,0,3,0,0,0,0,0,0,0,1008,0,No
5,3,7,0,0,5,0,0,0,0,0,0,0,1008,0,No
0,1,0,0,0,3,0,0,0,0,0,0,0,1008,0,No
24,7,30,0,0,5,0,0,0,0,0,0,0,978,1,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1015,0,No
11,4,19,0,0,4,0,0,0,0,0,0,0,1008,0,No
5,3,7,0,0,4,0,0,0,0,0,0,0,850,0,No
3,2,4,0,0,4,0,0,0,0,0,0,0,1054,0,No
4,3,6,0,0,4,0,0,0,0,0,0,0,1008,0,No
0,1,0,0,0,3,0,0,0,0,0,0,0,1008,0,No
0,1,0,0,0,3,0,0,0,0,0,0,0,1008,0,No
5,3,7,0,0,5,0,0,0,0,0,0,0,1008,0,No
0,1,0,0,0,3,0,0,0,0,0,0,0,1008,0,No
39,11,72,0,0,4,0,0,0,0,0,0,0,1008,0,No
53,9,98,0,4,5,0,0,0,0,0,0,0,1008,2,No
11,4,19,0,1,4,0,0,0,0,0,0,0,1008,0,No
5,3,7,0,0,4,0,0,0,0,0,0,0,850,0,No
3,2,4,0,0,4,0,0,0,0,0,0,0,1054,0,No
4,3,6,0,0,4,0,0,0,0,0,0,0,1008,0,No
0,2,0,0,0,3,0,0,0,0,0,0,0,1008,0,No
0,2,0,0,0,3,0,0,0,0,0,0,0,1008,0,No
5,3,8,0,0,5,0,0,0,0,0,0,0,1008,0,No
0,2,0,0,0,3,0,0,0,0,0,0,0,1008,0,No
5,2,5,0,0,3,0,0,0,0,0,0,0,1054,0,No
5,2,5,0,0,3,0,0,0,0,0,0,0,1054,0,No
5,2,5,0,0,3,0,0,0,0,0,0,0,1054,0,No
4,2,4,0,0,3,0,0,0,0,0,0,0,1054,0,No
4,1,4,0,0,3,0,0,0,0,0,0,0,1015,0,No
5,2,5,0,0,3,0,0,0,0,0,0,0,1054,0,No
5,4,5,0,0,3,0,0,0,0,0,0,0,1054,0,No
6,3,6,0,0,3,0,0,0,0,0,0,0,1054,0,No
5,3,5,0,0,3,0,0,0,0,0,0,0,1054,0,No
5,4,5,0,0,3,0,0,0,0,0,0,0,1054,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,1015,0,No
4,2,4,0,0,3,0,0,0,0,0,0,0,615,0,No
8,5,8,0,0,3,0,0,0,0,0,0,0,1015,0,No
7,2,7,0,0,3,0,0,0,0,0,0,0,1054,0,Yes
7,3,7,0,0,3,0,0,0,0,0,0,0,1054,0,No
8,4,8,0,0,3,0,0,0,0,0,0,0,1054,0,No
12,5,12,0,0,3,0,0,0,0,0,0,0,1054,1,Yes
5,4,5,0,0,3,0,0,0,0,0,0,0,1054,0,No
12,5,12,0,0,3,0,0,0,0,0,0,0,1054,0,Yes
8,3,8,0,0,3,0,0,0,0,0,0,0,1054,0,No
13,5,13,0,0,3,0,0,0,0,0,0,0,1054,0,Yes
4,2,4,0,0,3,0,0,0,0,0,0,0,615,0,No
4,2,4,0,0,5,0,0,0,0,0,0,0,1054,0,No
5,2,5,0,0,3,0,0,0,0,0,0,0,1054,0,No
5,4,5,0,0,3,0,0,0,0,0,0,0,1054,0,No
8,2,12,0,0,3,0,0,0,0,0,0,0,1054,0,Yes
5,2,7,0,0,3,0,0,0,0,0,0,0,1043,0,No
5,2,7,0,0,3,0,0,0,0,0,0,0,1043,0,No
5,3,9,0,0,3,0,0,0,0,0,0,0,1043,1,No
4,5,9,0,0,3,0,0,0,0,0,0,0,1043,0,No
5,2,7,0,0,3,0,0,0,0,0,0,0,1043,0,No
5,6,8,0,0,3,0,0,0,0,0,0,0,1043,0,No
6,5,9,0,0,3,0,0,0,0,0,0,0,1043,0,No
5,4,8,0,0,3,0,0,0,0,0,0,0,417,0,No
5,6,8,0,0,3,0,0,0,0,0,0,0,978,0,No
4,3,4,0,0,3,0,0,0,0,0,0,0,511,0,No
8,6,14,0,0,3,0,0,0,0,0,0,0,584,0,No
7,3,10,0,0,3,0,0,0,0,0,0,0,409,0,Yes
8,4,12,0,0,3,0,0,0,0,0,0,0,409,0,No
8,12,19,0,0,3,0,0,0,0,0,0,0,999,1,No
14,8,26,0,0,3,0,0,0,0,0,0,0,1043,1,Yes
5,6,8,0,0,3,0,0,0,0,0,0,0,1043,0,No
13,8,23,0,0,4,0,0,0,0,0,0,0,1043,0,Yes
9,7,14,0,0,3,0,0,0,0,0,0,0,1043,0,No
17,16,80,0,0,6,0,0,0,0,0,0,0,798,4,Yes
4,3,4,0,0,3,0,0,0,0,0,0,0,511,0,No
15,13,87,0,0,6,0,0,0,0,0,0,0,1054,11,No
5,2,7,0,0,3,0,0,0,0,0,0,0,1043,0,No
5,6,8,0,0,3,0,0,0,0,0,0,0,1043,0,No
2,0,67,0,0,1,0,0,0,0,0,0,0,255,7,No
2,2,2,0,1,3,0,0,0,0,0,0,0,1025,0,No
1,2,2,0,0,3,0,0,0,0,0,0,0,1054,0,No
1,3,6,0,0,4,0,0,0,0,0,0,0,1054,0,No
1,2,2,0,0,3,0,0,0,0,0,0,0,1025,0,No
0,1,0,0,0,3,0,0,0,0,0,0,0,1054,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1054,0,No
1,1,1,0,0,3,0,0,0,0,0,0,0,1025,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1054,1,No
0,0,0,0,0,3,0,0,0,0,0,0,0,850,0,No
2,2,8,0,0,3,0,0,0,0,0,0,0,850,2,No
0,0,0,0,0,3,0,0,0,0,0,0,0,850,0,No
2,4,11,0,0,3,0,0,0,0,0,0,0,850,3,No
0,0,0,0,0,3,0,0,0,0,0,0,0,850,0,No
2,2,5,0,0,3,0,0,0,0,0,0,0,850,2,No
1,0,2,0,0,3,0,0,0,0,0,0,0,850,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,850,0,No
2,3,6,0,0,3,0,0,0,0,0,0,0,850,2,No
4,1,7,0,0,3,0,0,0,0,0,0,0,850,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,615,0,No
2,2,7,0,0,3,0,0,0,0,0,0,0,511,1,No
0,0,0,0,0,3,0,0,0,0,0,0,0,850,0,No
2,9,21,0,0,4,0,0,0,0,0,0,0,584,3,No
0,0,0,0,0,3,0,0,0,0,0,0,0,615,0,No
2,4,10,0,1,3,0,0,0,0,0,0,0,850,2,No
0,0,0,0,0,3,0,0,0,0,0,0,0,615,0,No
2,3,6,0,0,3,0,0,0,0,0,0,0,615,2,No
0,0,0,0,0,3,0,0,0,0,0,0,0,615,0,No
2,3,8,0,0,6,0,0,0,0,0,0,0,615,2,No
0,0,0,0,0,3,0,0,0,0,0,0,0,850,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,850,0,No
2,4,12,0,0,4,0,0,0,0,0,0,0,563,1,No
2,3,9,0,0,3,0,0,0,0,0,0,0,850,2,No
0,0,0,0,0,3,0,0,0,0,0,0,0,615,0,No
2,3,9,0,0,5,0,0,0,0,0,0,0,609,1,No
0,0,0,0,0,3,0,0,0,0,0,0,0,850,0,No
4,13,24,0,0,5,0,0,0,0,0,0,0,521,1,No
0,0,0,0,0,3,0,0,0,0,0,0,0,850,0,No
2,4,8,0,0,3,0,0,0,0,0,0,0,521,1,No
1,9,25,0,2,4,0,0,0,0,0,0,0,514,1,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1015,0,No
12,2,58,0,0,3,0,0,0,0,0,0,0,571,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1015,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1015,0,No
1,2,1,0,0,3,0,0,0,0,0,0,0,584,1,No
1,7,18,0,0,5,0,0,0,0,0,0,0,584,1,No
10,0,20,0,0,1,0,0,0,0,0,0,0,62,2,No
19,11,94,0,0,6,0,0,0,0,0,0,0,927,40,No
12,1,32,0,1,4,0,0,0,0,0,0,0,969,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,1054,0,No
1,1,1,0,0,3,0,0,0,0,0,0,0,406,1,No
19,31,111,0,7,6,0,0,0,0,0,0,0,992,15,No
0,0,0,0,0,4,0,0,0,0,0,0,0,1015,1,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1015,0,No
5,3,6,0,0,3,0,0,0,0,0,0,0,615,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,615,0,No
2,1,2,0,0,4,0,0,0,0,0,0,0,409,0,No
0,1,0,0,0,3,0,0,0,0,0,0,0,615,0,No
1,1,10,0,0,1,0,0,0,0,0,0,0,384,0,No
6,15,44,0,0,4,0,0,0,0,0,0,0,615,5,Yes
4,11,15,0,0,3,0,0,0,0,0,0,0,1054,6,No
2,7,3,0,0,3,0,0,0,0,0,0,0,833,0,No
8,12,15,0,0,5,0,0,0,0,0,0,0,979,2,No
11,20,35,0,0,6,0,0,0,0,0,0,0,994,5,No
5,9,9,0,0,4,0,0,0,0,0,0,0,1006,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1015,0,No
10,13,21,0,0,4,0,0,0,0,0,0,0,776,4,No
5,8,9,0,0,4,0,0,0,0,0,0,0,511,3,No
13,16,22,0,0,4,0,0,0,0,0,0,0,571,4,Yes
13,19,38,0,1,5,0,0,0,0,0,0,0,409,7,Yes
8,21,20,0,0,5,0,0,0,0,0,0,0,992,0,No
8,13,27,0,0,4,0,0,0,0,0,0,0,983,0,Yes
5,9,9,0,0,4,0,0,0,0,0,0,0,1011,0,No
16,27,43,0,0,4,0,0,0,0,0,0,0,888,6,Yes
1,0,1,0,0,3,0,0,0,0,0,0,0,1054,0,No
30,25,62,0,3,5,0,0,0,0,0,0,0,1021,8,Yes
8,12,15,0,0,5,0,0,0,0,0,0,0,501,0,No
5,9,9,0,0,5,0,0,0,0,0,0,0,689,0,No
3,7,3,0,1,3,0,0,0,0,0,0,0,504,0,No
14,35,142,0,1,5,0,0,0,0,0,0,0,982,8,No
2,2,2,0,0,3,0,0,0,0,0,0,0,979,0,No
3,9,22,0,0,4,0,0,0,0,0,0,0,994,0,No
4,7,7,0,0,3,0,0,0,0,0,0,0,1006,0,No
3,2,3,0,0,4,0,0,0,0,0,0,0,511,0,No
2,11,31,0,0,4,0,0,0,0,0,0,0,570,2,Yes
6,10,21,0,0,3,0,0,0,0,0,0,0,409,1,No
11,16,46,0,0,4,0,0,0,0,0,0,0,992,2,No
3,16,30,0,1,3,0,0,0,0,0,0,0,1004,3,No
4,10,9,0,0,3,0,0,0,0,0,0,0,1006,0,No
7,24,45,0,1,5,0,0,0,0,0,0,0,892,2,Yes
8,0,10,0,0,3,0,0,0,0,0,0,0,1021,0,No
11,30,56,0,1,6,0,0,0,0,0,0,0,1004,5,No
6,7,10,0,0,4,0,0,0,0,0,0,0,501,0,No
4,4,4,0,0,4,0,0,0,0,0,0,0,689,2,No
4,4,7,0,0,3,0,0,0,0,0,0,0,607,1,No
6,3,6,0,0,4,0,0,0,0,0,0,0,490,3,No
4,10,27,0,2,5,0,0,0,0,0,0,0,504,1,No
2,13,11,0,0,3,0,0,0,0,0,0,0,409,1,No
0,0,0,0,0,3,0,0,0,0,0,0,0,615,1,No
2,2,5,0,0,3,0,0,0,0,0,0,0,615,2,No
3,5,12,0,0,4,0,0,0,0,0,0,0,483,1,No
14,39,117,0,2,5,0,0,0,0,0,0,0,615,9,No
6,3,6,0,0,4,0,0,0,0,0,0,0,490,6,No
13,2,18,0,0,3,0,0,0,0,0,0,0,507,1,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1015,0,No
5,0,5,0,0,3,0,0,0,0,0,0,0,990,1,No
8,7,15,0,2,4,0,0,0,0,0,0,0,830,2,No
3,6,9,0,0,3,0,0,0,0,0,0,0,830,0,No
2,0,2,0,0,3,0,0,0,0,0,0,0,1054,0,No
21,33,75,0,0,3,0,0,0,0,0,0,0,982,17,Yes
3,3,18,0,0,5,0,0,0,0,0,0,0,549,0,No
12,20,82,0,6,4,0,0,0,0,0,0,0,388,5,No
7,1,17,0,1,4,0,0,0,0,0,0,0,753,1,No
8,3,93,0,0,6,0,0,0,0,0,0,0,438,16,No
6,7,33,0,0,3,0,0,0,0,0,0,0,712,7,No
21,19,76,0,2,3,0,0,0,0,0,0,0,389,5,No
2,0,8,0,0,3,0,0,0,0,0,0,0,417,0,No
4,10,20,0,0,3,0,0,0,0,0,0,0,615,0,No
6,1,16,0,0,1,0,0,0,0,0,0,0,40,1,No
4,1,14,0,0,1,0,0,0,0,0,0,0,40,1,No
5,0,5,0,0,1,0,0,0,0,0,0,0,40,0,No
14,0,18,0,0,4,0,0,0,0,0,0,0,438,0,No
2,0,6,0,0,4,0,0,0,0,0,0,0,438,1,No
13,7,13,0,2,4,0,0,0,0,0,0,0,522,0,No
25,12,86,0,4,4,0,0,0,0,0,0,0,528,13,No
15,8,19,0,3,5,0,0,0,0,0,0,0,539,0,No
18,8,18,0,1,4,0,0,0,0,0,0,0,539,1,No
0,0,0,0,0,3,0,0,0,0,0,0,0,615,0,No
9,1,9,0,1,3,0,0,0,0,0,0,0,504,0,No
2,3,2,0,0,3,0,0,0,0,0,0,0,528,0,No
1,1,1,0,0,4,0,0,0,0,0,0,0,615,0,No
1,3,1,0,0,4,0,0,0,0,0,0,0,528,0,No
1,2,2,0,1,4,0,0,0,0,0,0,0,528,0,No
1,2,1,0,0,3,0,0,0,0,0,0,0,528,0,No
1,0,1,0,0,3,0,0,0,0,0,0,0,615,1,No
1,0,1,0,0,3,0,0,0,0,0,0,0,615,1,No
1,1,1,0,0,3,0,0,0,0,0,0,0,615,0,No
10,4,14,0,0,4,0,0,0,0,0,0,0,516,1,No
16,2,25,0,0,4,0,0,0,0,0,0,0,516,1,No
1,0,1,0,0,3,0,0,0,0,0,0,0,615,0,No
4,0,4,0,0,3,0,0,0,0,0,0,0,615,0,No
13,4,16,0,0,4,0,0,0,0,0,0,0,516,0,No
20,7,35,0,0,4,0,0,0,0,0,0,0,516,1,No
1,4,1,0,0,4,0,0,0,0,0,0,0,528,0,No
0,0,0,0,0,3,0,0,0,0,0,0,0,1015,0,No
1,0,16,0,0,3,0,0,0,0,0,0,0,433,0,No
2,0,6,0,0,3,0,0,0,0,0,0,0,479,2,No
6,0,17,19,0,3,13,13,7,7,7,26,39,479,1,Yes
3,0,9,103,0,1,103,103,103,103,7,26,39,8,5,No
2,0,9,2,1,3,1,1,0,0,7,26,39,479,2,No
5,0,17,0,0,3,0,0,0,0,0,0,0,479,1,No
1,0,10,0,0,1,0,0,0,0,0,0,0,118,5,No
4,0,5,12,0,2,8,8,4,4,7,26,39,71,1,No
1,0,2,0,0,4,0,0,0,0,0,0,0,1064,0,No
2,0,2,0,0,4,0,0,0,0,0,0,0,440,0,No
3,4,16,0,1,3,0,0,0,0,0,0,0,72,4,No
8,6,9,0,2,2,0,0,0,0,0,0,0,91,0,No
12,7,15,0,0,3,0,0,0,0,0,0,0,91,0,No
2,3,2,0,0,4,0,0,0,0,0,0,0,1064,0,No
4,5,14,0,0,2,0,0,0,0,0,0,0,91,0,No
5,3,5,0,0,3,0,0,0,0,0,0,0,86,0,No
9,8,24,0,1,4,0,0,0,0,0,0,0,87,0,No
12,6,13,0,2,3,0,0,0,0,0,0,0,90,0,No
